"AFG";"2010";"0.349";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"AGO";"2010";"0.403";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"ALB";"2010";"0.719";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"AND";"2010";"0.824";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"ARE";"2010";"0.815";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"ARG";"2010";"0.775";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"ARM";"2010";"0.695";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"AUS";"2010";"0.937";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"AUT";"2010";"0.851";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"AZE";"2010";"0.713";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"BDI";"2010";"0.282";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"BEL";"2010";"0.867";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"BEN";"2010";"0.435";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"BFA";"2010";"0.305";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"BGD";"2010";"0.469";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"BGR";"2010";"0.743";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"BHR";"2010";"0.801";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"BHS";"2010";"0.784";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"BIH";"2010";"0.71";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"BLR";"2010";"0.732";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"BLZ";"2010";"0.694";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"BOL";"2010";"0.643";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"BRA";"2010";"0.699";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"BRB";"2010";"0.788";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"BRN";"2010";"0.805";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"BWA";"2010";"0.633";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"CAF";"2010";"0.315";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"CAN";"2010";"0.888";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"CHE";"2010";"0.874";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"CHL";"2010";"0.783";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"CHN";"2010";"0.663";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"CIV";"2010";"0.397";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"CMR";"2010";"0.46";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"COD";"2010";"0.239";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"COG";"2010";"0.489";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"COL";"2010";"0.689";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"COM";"2010";"0.428";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"CPV";"2010";"0.534";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"CRI";"2010";"0.725";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"CYP";"2010";"0.81";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"CZE";"2010";"0.841";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"DEU";"2010";"0.885";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"DJI";"2010";"0.402";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"DNK";"2010";"0.866";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"DOM";"2010";"0.663";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"DZA";"2010";"0.677";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"ECU";"2010";"0.695";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"EGY";"2010";"0.62";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"ESP";"2010";"0.863";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"EST";"2010";"0.812";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"ETH";"2010";"0.328";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"FIN";"2010";"0.871";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"FJI";"2010";"0.669";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"FRA";"2010";"0.872";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"FSM";"2010";"0.614";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"GAB";"2010";"0.648";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"GBR";"2010";"0.849";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"GEO";"2010";"0.698";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"GHA";"2010";"0.467";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"GIN";"2010";"0.34";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"GMB";"2010";"0.39";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"GNB";"2010";"0.289";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"GNQ";"2010";"0.538";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"GRC";"2010";"0.855";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"GTM";"2010";"0.56";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"GUY";"2010";"0.611";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"HND";"2010";"0.604";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"HRV";"2010";"0.767";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"HTI";"2010";"0.404";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"HUN";"2010";"0.805";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"IDN";"2010";"0.6";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"IND";"2010";"0.519";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"IRL";"2010";"0.895";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"IRN";"2010";"0.702";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"ISL";"2010";"0.869";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"ISR";"2010";"0.872";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"ITA";"2010";"0.854";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"JAM";"2010";"0.688";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"JOR";"2010";"0.681";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"JPN";"2010";"0.884";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"KAZ";"2010";"0.714";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"KEN";"2010";"0.47";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"KGZ";"2010";"0.598";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"KHM";"2010";"0.494";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"KOR";"2010";"0.877";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"KWT";"2010";"0.771";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"LAO";"2010";"0.497";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"LBR";"2010";"0.3";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"LBY";"2010";"0.755";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"LIE";"2010";"0.891";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"LKA";"2010";"0.658";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"LSO";"2010";"0.427";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"LTU";"2010";"0.783";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"LUX";"2010";"0.852";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"LVA";"2010";"0.769";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"MAR";"2010";"0.567";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"MDA";"2010";"0.623";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"MDG";"2010";"0.435";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"MDV";"2010";"0.602";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"MEX";"2010";"0.75";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"MKD";"2010";"0.701";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"MLI";"2010";"0.309";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"MLT";"2010";"0.815";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"MMR";"2010";"0.451";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"MNE";"2010";"0.769";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"MNG";"2010";"0.622";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"MOZ";"2010";"0.284";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"MRT";"2010";"0.433";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"MUS";"2010";"0.701";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"MWI";"2010";"0.385";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"MYS";"2010";"0.744";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"NAM";"2010";"0.606";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"NER";"2010";"0.261";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"NGA";"2010";"0.423";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"NIC";"2010";"0.565";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"NLD";"2010";"0.89";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"NOR";"2010";"0.938";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"NPL";"2010";"0.428";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"NZL";"2010";"0.907";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"PAK";"2010";"0.49";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"PAN";"2010";"0.755";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"PER";"2010";"0.723";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"PHL";"2010";"0.638";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"PNG";"2010";"0.431";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"POL";"2010";"0.795";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"PRT";"2010";"0.795";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"PRY";"2010";"0.64";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"QAT";"2010";"0.803";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"ROU";"2010";"0.767";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"RUS";"2010";"0.719";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"RWA";"2010";"0.385";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"SAU";"2010";"0.752";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"SDN";"2010";"0.379";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"SEN";"2010";"0.411";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"SGP";"2010";"0.846";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"SLB";"2010";"0.494";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"SLE";"2010";"0.317";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"SLV";"2010";"0.659";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"SRB";"2010";"0.735";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"STP";"2010";"0.488";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"SUR";"2010";"0.646";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"SVK";"2010";"0.818";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"SVN";"2010";"0.828";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"SWE";"2010";"0.885";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"SWZ";"2010";"0.498";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"SYR";"2010";"0.589";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"TCD";"2010";"0.295";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"TGO";"2010";"0.428";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"THA";"2010";"0.654";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"TJK";"2010";"0.58";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"TKM";"2010";"0.669";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"TLS";"2010";"0.502";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"TON";"2010";"0.677";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"TTO";"2010";"0.736";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"TUN";"2010";"0.683";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"TUR";"2010";"0.679";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"TZA";"2010";"0.398";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"UGA";"2010";"0.422";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"UKR";"2010";"0.71";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"URY";"2010";"0.765";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"USA";"2010";"0.902";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"UZB";"2010";"0.617";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"VEN";"2010";"0.696";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"VNM";"2010";"0.572";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"YEM";"2010";"0.439";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"ZAF";"2010";"0.597";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"ZMB";"2010";"0.395";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
"ZWE";"2010";"0.14";"http://aims.fao.org/aos/geopolitical.owl";"Calculated"
